rid,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q1,Q2,Q3,Q4,Q64
72e35383-4783-4c41-b442-4dff209c7a36,22,0.0,United States of America,New Jersey,United States of America,New Jersey,Other/Back-end Developer,Always,0,1-5,1.0,,72e35383-4783-4c41-b442-4dff209c7a36
302bba1e-10f9-401a-9ffb-41e61e4f64df,43,1.0,United States of America,Massachusetts,United States of America,Massachusetts,One-person shop/Designer/Front-end Developer,Sometimes,1,,,,302bba1e-10f9-401a-9ffb-41e61e4f64df
c7c12d47-e0a8-4e7e-a0ba-a4a089cc3a5a,33,1.0,United States of America,Indiana,United States of America,Indiana,Executive Leadership,Never,1,,,,c7c12d47-e0a8-4e7e-a0ba-a4a089cc3a5a
159abc05-a7cf-49d8-9208-170d69398973,36,0.0,United States of America,Kentucky,United States of America,Kentucky,Other,Sometimes,0,500-1000,1.0,,159abc05-a7cf-49d8-9208-170d69398973
84ab1f42-aaa4-403b-8639-dca72eeaaafe,26,0.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes,0,26-100,1.0,,84ab1f42-aaa4-403b-8639-dca72eeaaafe
865de25d-7224-40a2-b8c9-a066e9066744,43,1.0,United States of America,Tennessee,United States of America,Tennessee,Other,Sometimes,0,More than 1000,0.0,1.0,865de25d-7224-40a2-b8c9-a066e9066744
bed1f36b-5c6d-4c35-a459-9451af6be39e,21,1.0,United States of America,New York,United States of America,New York,Executive Leadership/Supervisor/Team Lead/Support/Sales/Designer/Front-end Developer/Back-end Developer,Sometimes,1,,,,bed1f36b-5c6d-4c35-a459-9451af6be39e
e8913cd3-a629-457f-b638-f4af0b8bcf5b,39,1.0,Australia,,Australia,,Other/Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Support,Sometimes,0,More than 1000,1.0,,e8913cd3-a629-457f-b638-f4af0b8bcf5b
2b5b019a-6fdb-49bb-b7ef-db9b5c97e8fd,46,1.0,United Kingdom,,United Kingdom,,Other/Front-end Developer/Designer/One-person shop,Sometimes,0,More than 1000,0.0,1.0,2b5b019a-6fdb-49bb-b7ef-db9b5c97e8fd
682a4743-ba1b-49cd-84e4-5e5f91af5894,32,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead/Executive Leadership,Sometimes,0,1-5,1.0,,682a4743-ba1b-49cd-84e4-5e5f91af5894
fa455f9f-f390-4d7c-a34b-d616fe6dd2e7,31,1.0,United Kingdom,,United Kingdom,,Designer,Sometimes,1,,,,fa455f9f-f390-4d7c-a34b-d616fe6dd2e7
6268d509-c968-459c-893c-459bc9964425,39,0.0,Germany,,United Kingdom,,Designer,Sometimes,1,,,,6268d509-c968-459c-893c-459bc9964425
c698e0e4-6a6a-409b-aa6c-66d2ba577224,44,1.0,Sweden,,Sweden,,Front-end Developer,Sometimes,0,100-500,1.0,,c698e0e4-6a6a-409b-aa6c-66d2ba577224
b69a7a63-f992-4283-84a6-7534361a3d23,36,1.0,United States of America,California,United States of America,California,Back-end Developer/Front-end Developer,Never,0,More than 1000,0.0,1.0,b69a7a63-f992-4283-84a6-7534361a3d23
f9fd17a7-150b-45fd-80fc-37a44761be1e,31,0.0,United Kingdom,,United Kingdom,,Support,Never,0,More than 1000,0.0,1.0,f9fd17a7-150b-45fd-80fc-37a44761be1e
47b8e78b-3829-41dc-bd97-2bcbc9a5aec3,30,0.5,United States of America,Colorado,United States of America,Colorado,Other,Sometimes,1,,,,47b8e78b-3829-41dc-bd97-2bcbc9a5aec3
18f6418a-293b-4507-bb6e-a0314321ec15,36,1.0,United States of America,Idaho,United States of America,Idaho,DevOps/SysAdmin,Sometimes,0,100-500,1.0,,18f6418a-293b-4507-bb6e-a0314321ec15
6a229969-a46f-4062-aded-1504e7e6e2af,31,1.0,United States of America,New Mexico,United States of America,New Mexico,Front-end Developer/Designer/One-person shop,Sometimes,1,,,,6a229969-a46f-4062-aded-1504e7e6e2af
8cbb0f7d-969f-42dc-9da1-e876faabbfcc,23,1.0,Canada,,Canada,,Front-end Developer,Never,0,1-5,1.0,,8cbb0f7d-969f-42dc-9da1-e876faabbfcc
086fa36c-3bba-4084-a248-7aa1eac4611f,23,1.0,Canada,,Canada,,Other,Always,0,26-100,1.0,,086fa36c-3bba-4084-a248-7aa1eac4611f
9e82c5b3-e641-42b3-9ff8-54ceb1572fb5,30,0.0,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin/Support/Sales/Front-end Developer/Designer/One-person shop,Always,1,,,,9e82c5b3-e641-42b3-9ff8-54ceb1572fb5
182e5c5c-987c-47a7-adb0-ba8537a5c3de,34,1.0,Canada,,Canada,,DevOps/SysAdmin/Back-end Developer/Front-end Developer/One-person shop,Always,1,,,,182e5c5c-987c-47a7-adb0-ba8537a5c3de
707eebcf-3d9b-42af-9739-13f0e397e901,49,0.0,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead/Front-end Developer/Back-end Developer/Support/DevOps/SysAdmin,Sometimes,0,6-25,1.0,,707eebcf-3d9b-42af-9739-13f0e397e901
1204f6df-dbff-4272-8b9f-fb68c8b7d7b4,25,1.0,Bosnia and Herzegovina,,Bosnia and Herzegovina,,Back-end Developer,Never,0,6-25,1.0,,1204f6df-dbff-4272-8b9f-fb68c8b7d7b4
aad5a7c1-38a1-4912-ad89-8b60e35de332,39,1.0,United Kingdom,,United Kingdom,,Other/Supervisor/Team Lead/Dev Evangelist/Advocate/DevOps/SysAdmin/Support/Back-end Developer/Front-end Developer/One-person shop,Sometimes,0,6-25,0.0,1.0,aad5a7c1-38a1-4912-ad89-8b60e35de332
ba96a5b9-9c4a-4f92-bf38-6b34f357e04a,37,1.0,Germany,,Germany,,Front-end Developer/Back-end Developer,Never,0,More than 1000,1.0,,ba96a5b9-9c4a-4f92-bf38-6b34f357e04a
24c6c838-af8a-4b07-9409-35165c0ba601,26,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,26-100,1.0,,24c6c838-af8a-4b07-9409-35165c0ba601
4fd4089d-837a-4ae6-9ceb-0b0fbed30cc9,41,1.0,United States of America,Michigan,United States of America,Michigan,Back-end Developer,Sometimes,0,100-500,1.0,,4fd4089d-837a-4ae6-9ceb-0b0fbed30cc9
6869b907-c98e-40af-9f1e-f75b9335e89c,28,1.0,Netherlands,,Netherlands,,Supervisor/Team Lead/Back-end Developer/Front-end Developer,Never,0,6-25,1.0,,6869b907-c98e-40af-9f1e-f75b9335e89c
923519b3-cd43-4015-9db5-3bbd73a7d50a,33,1.0,Sweden,,Sweden,,Front-end Developer/Back-end Developer,Sometimes,0,100-500,1.0,,923519b3-cd43-4015-9db5-3bbd73a7d50a
345f0e87-7a7d-4c52-989b-563661467059,74,0.0,United States of America,California,United States of America,California,Support/Back-end Developer,Sometimes,0,100-500,0.0,0.0,345f0e87-7a7d-4c52-989b-563661467059
eb256b1c-79e5-4e02-bed8-f3c0c5ee2630,28,1.0,Netherlands,,Netherlands,,Back-end Developer,Sometimes,0,100-500,0.0,1.0,eb256b1c-79e5-4e02-bed8-f3c0c5ee2630
ad0c12a5-6613-407a-8a89-a43c9aba7231,47,1.0,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0,6-25,1.0,,ad0c12a5-6613-407a-8a89-a43c9aba7231
21fb715f-40c6-49db-bf96-359d0cd03baa,25,1.0,Bosnia and Herzegovina,,Bosnia and Herzegovina,,Supervisor/Team Lead,Never,0,100-500,0.0,1.0,21fb715f-40c6-49db-bf96-359d0cd03baa
b92eb035-e3fc-456b-bcec-41615dd36359,51,1.0,United States of America,Rhode Island,United States of America,Massachusetts,Supervisor/Team Lead,Never,0,100-500,0.0,1.0,b92eb035-e3fc-456b-bcec-41615dd36359
f4dbf8aa-1408-4abe-954c-4fc01c67c8e0,26,1.0,United States of America,California,United States of America,California,Back-end Developer,Never,0,More than 1000,1.0,,f4dbf8aa-1408-4abe-954c-4fc01c67c8e0
b3f30091-4d87-407f-85e7-d2f562c0b7e8,24,1.0,United States of America,Ohio,United States of America,Ohio,Front-end Developer/Back-end Developer,Never,0,26-100,1.0,,b3f30091-4d87-407f-85e7-d2f562c0b7e8
0723d87e-396b-4947-8f85-ec56e3d7a936,33,0.0,United States of America,North Carolina,United States of America,North Carolina,Executive Leadership,Always,1,,,,0723d87e-396b-4947-8f85-ec56e3d7a936
ada63748-5874-46fd-93ef-a18a2c715b58,32,0.0,United States of America,North Carolina,United States of America,North Carolina,Designer,Sometimes,0,26-100,1.0,,ada63748-5874-46fd-93ef-a18a2c715b58
85be20e9-a044-488f-a638-3370cfc74865,57,1.0,United States of America,North Carolina,United States of America,North Carolina,Executive Leadership,Always,0,6-25,1.0,,85be20e9-a044-488f-a638-3370cfc74865
9c7e4df2-b2d5-4cc0-9f68-5c39f8923f78,39,1.0,United States of America,North Carolina,United States of America,North Carolina,Supervisor/Team Lead/Back-end Developer/Front-end Developer,Never,0,More than 1000,0.0,1.0,9c7e4df2-b2d5-4cc0-9f68-5c39f8923f78
1b2665b4-d981-4a8f-a23a-bd48d8598be3,26,0.0,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0,6-25,1.0,,1b2665b4-d981-4a8f-a23a-bd48d8598be3
3096cdef-3e3b-417e-b193-0a5ee1600e30,38,1.0,United States of America,Colorado,United States of America,Colorado,DevOps/SysAdmin,Sometimes,0,100-500,0.0,1.0,3096cdef-3e3b-417e-b193-0a5ee1600e30
2832af14-ba39-4276-9661-684c1a486936,33,1.0,Finland,,Finland,,Back-end Developer,Sometimes,0,1-5,1.0,,2832af14-ba39-4276-9661-684c1a486936
c3c8baa5-19e0-42be-889a-23e5112fd662,30,1.0,United States of America,Ohio,United States of America,Ohio,Front-end Developer/Designer,Sometimes,0,6-25,1.0,,c3c8baa5-19e0-42be-889a-23e5112fd662
47bec121-26bf-44f5-a65a-c11a259800bf,25,0.0,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Sometimes,0,100-500,1.0,,47bec121-26bf-44f5-a65a-c11a259800bf
b932b8d7-0eaa-4c9b-934d-eef27625ea47,40,1.0,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,0,26-100,1.0,,b932b8d7-0eaa-4c9b-934d-eef27625ea47
28a1bb94-960c-4980-9b8b-8bc725040b3b,26,0.0,United States of America,Illinois,United States of America,Illinois,Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,28a1bb94-960c-4980-9b8b-8bc725040b3b
830d0dd7-8673-4168-9a55-651fc05a2ab4,34,1.0,United States of America,South Dakota,United States of America,South Dakota,Support,Never,0,More than 1000,0.0,1.0,830d0dd7-8673-4168-9a55-651fc05a2ab4
78357b2a-8d1a-47a9-8125-7267f02507d8,46,0.0,United States of America,Michigan,United States of America,Michigan,Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,78357b2a-8d1a-47a9-8125-7267f02507d8
14c8d12a-7239-473f-bf9f-34170030d026,31,0.0,United States of America,Ohio,United States of America,Ohio,Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,14c8d12a-7239-473f-bf9f-34170030d026
9e4b7b6f-e10e-4d4b-8342-da07e05d3b84,42,1.0,Ireland,,Ireland,,Other/Supervisor/Team Lead,Never,1,,,,9e4b7b6f-e10e-4d4b-8342-da07e05d3b84
492d8334-5320-49e2-b5f1-c419258771ea,30,1.0,United States of America,Michigan,United States of America,Michigan,Back-end Developer/Dev Evangelist/Advocate,Sometimes,0,More than 1000,1.0,,492d8334-5320-49e2-b5f1-c419258771ea
fa596889-abed-4c0e-b73e-fb977cd985b0,26,0.5,United States of America,Indiana,United States of America,Indiana,Other/One-person shop/Designer/Front-end Developer/Back-end Developer/Support/Supervisor/Team Lead,Always,1,,,,fa596889-abed-4c0e-b73e-fb977cd985b0
162e3785-7045-4213-9899-094a42cc823b,29,1.0,Austria,,Austria,,Back-end Developer/Front-end Developer,Never,0,1-5,1.0,,162e3785-7045-4213-9899-094a42cc823b
41759bbd-0155-4b43-9382-ce1fdf46d05c,31,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Never,0,100-500,1.0,,41759bbd-0155-4b43-9382-ce1fdf46d05c
a2e101c2-655e-4686-9859-84fcd437a5f5,40,1.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always,0,26-100,1.0,,a2e101c2-655e-4686-9859-84fcd437a5f5
6e5b762e-397a-4ad6-9ea5-e2e4f0de2309,39,1.0,United States of America,Texas,United States of America,Texas,Supervisor/Team Lead/Support/Back-end Developer/Front-end Developer,Always,0,26-100,1.0,,6e5b762e-397a-4ad6-9ea5-e2e4f0de2309
9371205a-3eac-4c03-88a4-653b24a76a91,37,1.0,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead/Back-end Developer/Front-end Developer/Designer,Sometimes,0,26-100,1.0,,9371205a-3eac-4c03-88a4-653b24a76a91
7ddbaa51-414f-4001-b221-0e40c7f00e71,27,1.0,United States of America,Virginia,United States of America,Virginia,Front-end Developer/Back-end Developer,Always,0,26-100,1.0,,7ddbaa51-414f-4001-b221-0e40c7f00e71
7084151d-9134-4117-804a-44ce7a545d6a,45,1.0,United States of America,Alabama,United States of America,Alabama,Back-end Developer,Always,0,26-100,1.0,,7084151d-9134-4117-804a-44ce7a545d6a
8e096252-3d9b-4ffc-b68a-331b5da31602,29,1.0,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer,Sometimes,0,26-100,1.0,,8e096252-3d9b-4ffc-b68a-331b5da31602
32c1dc72-a2c4-42d9-a677-feb9397d89eb,47,0.0,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,0,26-100,1.0,,32c1dc72-a2c4-42d9-a677-feb9397d89eb
07e3679f-2c31-46de-a2cc-c3d4cf66cd97,33,1.0,United States of America,Oklahoma,United States of America,Oklahoma,Dev Evangelist/Advocate/DevOps/SysAdmin/Back-end Developer,Always,0,100-500,1.0,,07e3679f-2c31-46de-a2cc-c3d4cf66cd97
2cd5406c-a825-4dfb-82e7-ce6d59c2a70c,32,1.0,United States of America,Washington,United States of America,Washington,Back-end Developer,Always,0,26-100,1.0,,2cd5406c-a825-4dfb-82e7-ce6d59c2a70c
0a527a24-d6b0-405a-8eff-580abd26116c,29,1.0,United States of America,Michigan,United States of America,Michigan,DevOps/SysAdmin/Support/Back-end Developer,Sometimes,0,26-100,1.0,,0a527a24-d6b0-405a-8eff-580abd26116c
4e616917-5f2a-448c-9c66-27e946d16ae6,36,1.0,United States of America,Michigan,United States of America,Michigan,Back-end Developer,Sometimes,0,26-100,1.0,,4e616917-5f2a-448c-9c66-27e946d16ae6
40e5c644-2198-462d-8c9d-08ff5d691aef,35,0.0,United States of America,Oklahoma,United States of America,Oklahoma,Front-end Developer/Back-end Developer,Never,0,6-25,1.0,,40e5c644-2198-462d-8c9d-08ff5d691aef
d5b0a663-e255-43f4-aaaa-5b5f0aafefe5,40,1.0,United States of America,Alaska,United States of America,Alaska,DevOps/SysAdmin/Back-end Developer/Front-end Developer,Always,0,26-100,1.0,,d5b0a663-e255-43f4-aaaa-5b5f0aafefe5
5f04cd15-15ae-47d5-9081-3ea483e256fb,36,1.0,United States of America,Delaware,United States of America,Delaware,Other,Always,0,26-100,1.0,,5f04cd15-15ae-47d5-9081-3ea483e256fb
74cb2465-bd85-4fe7-a594-9b953562fd53,39,0.0,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,74cb2465-bd85-4fe7-a594-9b953562fd53
f64d4f75-3a3e-49ed-bc35-0a7a96dbcbf0,38,1.0,United States of America,Alaska,United States of America,Alaska,Back-end Developer,Always,0,26-100,1.0,,f64d4f75-3a3e-49ed-bc35-0a7a96dbcbf0
21f8e318-a4fc-4738-867d-24cefb304f1b,23,1.0,United States of America,Oklahoma,United States of America,Oklahoma,DevOps/SysAdmin/Support/Back-end Developer,Sometimes,0,1-5,1.0,,21f8e318-a4fc-4738-867d-24cefb304f1b
ef11d83e-e0a0-4066-b857-031dc10ab7ce,29,1.0,United States of America,Oklahoma,United States of America,Oklahoma,Supervisor/Team Lead/DevOps/SysAdmin/Support,Sometimes,0,500-1000,0.0,1.0,ef11d83e-e0a0-4066-b857-031dc10ab7ce
8e5f07ef-ef82-436f-811e-a2744787637f,38,1.0,United States of America,Pennsylvania,United States of America,Michigan,Other/Supervisor/Team Lead/DevOps/SysAdmin/Support/Front-end Developer/Back-end Developer,Always,0,100-500,1.0,,8e5f07ef-ef82-436f-811e-a2744787637f
709a36e1-1e0f-40c3-b6b2-a0f3f1a98c6b,34,0.0,United States of America,Ohio,United States of America,Ohio,Supervisor/Team Lead,Sometimes,0,More than 1000,0.0,1.0,709a36e1-1e0f-40c3-b6b2-a0f3f1a98c6b
9f2c9b90-4cf6-42ce-85fa-5635be1e7a2d,28,1.0,Brazil,,Brazil,,Other,Never,0,More than 1000,1.0,,9f2c9b90-4cf6-42ce-85fa-5635be1e7a2d
bbdaf81b-1a01-42e3-8a5e-c7a58374d820,38,1.0,New Zealand,,New Zealand,,Dev Evangelist/Advocate,Sometimes,0,6-25,1.0,,bbdaf81b-1a01-42e3-8a5e-c7a58374d820
70e12e23-f65d-489c-8344-42a04b1093d1,25,0.0,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer/Front-end Developer,Never,0,26-100,1.0,,70e12e23-f65d-489c-8344-42a04b1093d1
f500c90e-aef9-4014-a0cc-d8b58b298a25,36,0.0,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,0,More than 1000,0.0,1.0,f500c90e-aef9-4014-a0cc-d8b58b298a25
1ec19d22-4671-420b-b8b6-cca63618dbce,57,0.0,United States of America,Colorado,United States of America,Colorado,Other,Sometimes,0,More than 1000,1.0,,1ec19d22-4671-420b-b8b6-cca63618dbce
f76fe634-9b77-4756-8046-b4cea12d5513,46,1.0,Ireland,,Ireland,,Executive Leadership,Sometimes,0,More than 1000,0.0,1.0,f76fe634-9b77-4756-8046-b4cea12d5513
4df89581-fe16-4c40-a2b4-abaf181022e2,49,1.0,United States of America,California,United States of America,California,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Front-end Developer,Never,0,More than 1000,1.0,,4df89581-fe16-4c40-a2b4-abaf181022e2
94da00c3-9b21-4679-84d7-6b609321da8a,34,1.0,United States of America,North Carolina,United States of America,North Carolina,Supervisor/Team Lead/Back-end Developer/DevOps/SysAdmin,Never,0,More than 1000,1.0,,94da00c3-9b21-4679-84d7-6b609321da8a
3f4b224b-0562-42f2-b825-ca5b08e2f3d2,43,1.0,United Kingdom,,United Kingdom,,Front-end Developer,Sometimes,0,26-100,1.0,,3f4b224b-0562-42f2-b825-ca5b08e2f3d2
59798e9c-9f94-4932-a087-0c981d803b48,35,1.0,Ireland,,Ireland,,Back-end Developer,Sometimes,1,,,,59798e9c-9f94-4932-a087-0c981d803b48
62660082-6757-4f25-8313-aad97f6faa54,32,1.0,United States of America,Nebraska,United States of America,Nebraska,Back-end Developer/Support/Supervisor/Team Lead,Always,1,,,,62660082-6757-4f25-8313-aad97f6faa54
0f54c229-0335-4fc7-a5a3-8c4ca60155cf,24,1.0,Sweden,,Sweden,,Back-end Developer/One-person shop,Sometimes,0,More than 1000,0.0,1.0,0f54c229-0335-4fc7-a5a3-8c4ca60155cf
83532000-1679-43f8-8139-f4c06963a809,33,1.0,United States of America,California,United States of America,California,Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,83532000-1679-43f8-8139-f4c06963a809
341f7003-fe62-43f3-beaf-06431fb38a91,28,1.0,Finland,,Finland,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Never,0,1-5,1.0,,341f7003-fe62-43f3-beaf-06431fb38a91
0b1af743-24c2-4d73-b3aa-08feb6288654,48,1.0,Germany,,Germany,,Dev Evangelist/Advocate,Sometimes,0,More than 1000,1.0,,0b1af743-24c2-4d73-b3aa-08feb6288654
df552736-75d6-4f21-9d0d-771b903d7d56,33,0.0,United States of America,Georgia,United States of America,Georgia,Back-end Developer,Always,0,26-100,1.0,,df552736-75d6-4f21-9d0d-771b903d7d56
7fbe17d7-11e0-4e61-8cd5-e20e3c168001,40,1.0,Italy,,United States of America,New Jersey,Supervisor/Team Lead/Front-end Developer,Never,0,100-500,1.0,,7fbe17d7-11e0-4e61-8cd5-e20e3c168001
6825a829-efd4-45e2-ab94-79c96f14016b,22,1.0,United States of America,California,United States of America,California,One-person shop,Sometimes,1,,,,6825a829-efd4-45e2-ab94-79c96f14016b
c5a1d75e-0e88-42d6-8b8f-03292461d57d,22,0.0,United States of America,Texas,United States of America,Texas,Back-end Developer,Never,0,100-500,1.0,,c5a1d75e-0e88-42d6-8b8f-03292461d57d
445fdd87-a88d-4fbe-af8c-44059b144826,23,0.0,United States of America,Washington,United States of America,Washington,Designer/Front-end Developer/Back-end Developer/Supervisor/Team Lead,Sometimes,0,100-500,1.0,,445fdd87-a88d-4fbe-af8c-44059b144826
9bc423d2-0fec-4a52-95c5-762a1cdae5d9,33,1.0,Germany,,Germany,,Back-end Developer/One-person shop,Never,0,More than 1000,0.0,1.0,9bc423d2-0fec-4a52-95c5-762a1cdae5d9
9256482f-9a5f-4d4b-bd95-a4315722e82c,29,1.0,Netherlands,,Netherlands,,Back-end Developer,Never,0,6-25,1.0,,9256482f-9a5f-4d4b-bd95-a4315722e82c
59e1e5e2-9ab3-4199-870b-1361c3807ecc,32,1.0,United States of America,Washington,United States of America,Washington,Dev Evangelist/Advocate,Always,0,More than 1000,1.0,,59e1e5e2-9ab3-4199-870b-1361c3807ecc
841c983a-83c5-4d23-ba61-9309508f7df1,43,1.0,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer/Front-end Developer,Sometimes,0,26-100,1.0,,841c983a-83c5-4d23-ba61-9309508f7df1
2c51de41-3f00-4082-ad8a-8a19dc50772f,49,1.0,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin/Support,Sometimes,0,More than 1000,0.0,1.0,2c51de41-3f00-4082-ad8a-8a19dc50772f
0f28274f-bdec-4df4-8a29-2e2457ca1296,44,1.0,Italy,,Sweden,,Back-end Developer,Always,0,More than 1000,0.0,1.0,0f28274f-bdec-4df4-8a29-2e2457ca1296
2db77168-2260-4c67-b845-1495f37a41ce,29,1.0,United States of America,Vermont,United States of America,Vermont,One-person shop,Always,1,,,,2db77168-2260-4c67-b845-1495f37a41ce
d7b04975-703d-49fa-a819-a66ff5fd70e3,27,1.0,Canada,,Canada,,Front-end Developer/Back-end Developer,Never,0,26-100,1.0,,d7b04975-703d-49fa-a819-a66ff5fd70e3
16252424-5794-44e1-bcbb-339594f573c2,30,1.0,United States of America,North Dakota,United States of America,North Dakota,Support/Back-end Developer/Front-end Developer,Never,0,6-25,0.0,1.0,16252424-5794-44e1-bcbb-339594f573c2
25c73c46-c84c-4894-91ce-15b7e09919dc,43,0.0,United States of America,California,United States of America,California,Other,Sometimes,0,1-5,1.0,,25c73c46-c84c-4894-91ce-15b7e09919dc
6d832474-2add-4b51-9da4-d5e2647d7aac,30,0.0,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin/Back-end Developer/Front-end Developer,Sometimes,0,26-100,1.0,,6d832474-2add-4b51-9da4-d5e2647d7aac
1275ac6d-b2a4-4ff9-ad89-495ed66b6317,33,0.0,United States of America,Ohio,United States of America,Ohio,Other/Back-end Developer/Front-end Developer/Designer,Sometimes,0,26-100,0.0,1.0,1275ac6d-b2a4-4ff9-ad89-495ed66b6317
05242d4e-b602-45a9-a07f-f95f0b04eb9d,27,0.0,United States of America,Texas,United States of America,Texas,Back-end Developer,Sometimes,1,,,,05242d4e-b602-45a9-a07f-f95f0b04eb9d
473c4b26-9246-4ce4-b5bd-5207dcca264a,26,0.0,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer,Never,0,6-25,1.0,,473c4b26-9246-4ce4-b5bd-5207dcca264a
bc92c491-8872-4460-be85-77352fb20032,47,1.0,Ireland,,Ireland,,One-person shop/Front-end Developer/Back-end Developer,Sometimes,0,100-500,0.0,1.0,bc92c491-8872-4460-be85-77352fb20032
fff25537-f6eb-41e1-b8d3-f185433c6fb4,30,1.0,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer/Designer,Never,0,6-25,1.0,,fff25537-f6eb-41e1-b8d3-f185433c6fb4
45491127-dbaa-4f52-a4a3-f1873cc2952c,39,1.0,United States of America,Oregon,United States of America,Oregon,DevOps/SysAdmin,Never,0,6-25,1.0,,45491127-dbaa-4f52-a4a3-f1873cc2952c
b87b4ea9-ee48-4781-a5ba-9a3894e17e04,36,1.0,United States of America,California,United States of America,California,Front-end Developer,Never,0,100-500,1.0,,b87b4ea9-ee48-4781-a5ba-9a3894e17e04
3ad41f9a-162e-4fcf-8ee7-f45270908f66,34,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Always,0,6-25,1.0,,3ad41f9a-162e-4fcf-8ee7-f45270908f66
fc108103-9cf9-4544-a2c5-0e0c4be133e1,25,0.0,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer,Never,0,26-100,1.0,,fc108103-9cf9-4544-a2c5-0e0c4be133e1
feb3b2ec-a1d3-4a4c-8bb3-e541191410a9,28,1.0,Finland,,Finland,,Back-end Developer/DevOps/SysAdmin,Sometimes,0,26-100,0.0,1.0,feb3b2ec-a1d3-4a4c-8bb3-e541191410a9
3904da16-8c11-4ec4-b015-a23e83d49d4e,38,1.0,United States of America,Indiana,United States of America,Indiana,DevOps/SysAdmin/Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,1.0,,3904da16-8c11-4ec4-b015-a23e83d49d4e
63650443-4425-40fa-a91e-44fe77ee27b9,39,1.0,United States of America,Massachusetts,United States of America,Massachusetts,Supervisor/Team Lead,Always,0,100-500,1.0,,63650443-4425-40fa-a91e-44fe77ee27b9
41c06e19-d567-4a6b-b187-59fff66fbb4e,32,1.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Designer,Never,0,6-25,0.0,0.0,41c06e19-d567-4a6b-b187-59fff66fbb4e
2409abb5-20da-4f84-8368-969a29dbd58c,27,0.0,United States of America,New York,United States of America,New York,Back-end Developer/Front-end Developer,Never,0,26-100,0.0,1.0,2409abb5-20da-4f84-8368-969a29dbd58c
0a21c329-eff7-4307-80c8-746c525418b8,31,0.0,United States of America,Oregon,United States of America,Pennsylvania,Front-end Developer,Sometimes,0,500-1000,1.0,,0a21c329-eff7-4307-80c8-746c525418b8
bf79d110-9569-4053-91a0-3ec730ab86c7,30,0.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead/Back-end Developer/Front-end Developer,Never,0,26-100,1.0,,bf79d110-9569-4053-91a0-3ec730ab86c7
16ec3678-b682-4b47-a283-1f8f670fc87a,34,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,1,,,,16ec3678-b682-4b47-a283-1f8f670fc87a
bb914e29-ef27-4887-a76f-29f0f5db16fa,26,1.0,United States of America,Florida,United States of America,Illinois,DevOps/SysAdmin/Back-end Developer/Front-end Developer,Always,0,26-100,1.0,,bb914e29-ef27-4887-a76f-29f0f5db16fa
25b1e682-a6a6-4374-bcd4-cadd055dca00,27,0.0,United Kingdom,,United Kingdom,,Back-end Developer,Always,0,100-500,1.0,,25b1e682-a6a6-4374-bcd4-cadd055dca00
a831d6e9-9830-48f6-8d3d-0dfac549f5f5,29,1.0,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer,Never,0,26-100,1.0,,a831d6e9-9830-48f6-8d3d-0dfac549f5f5
2ef87f64-d965-4489-93ea-7dca9abca26f,37,0.0,Canada,,Canada,,Front-end Developer/Back-end Developer,Always,1,,,,2ef87f64-d965-4489-93ea-7dca9abca26f
